sk_cliente,codigo_cliente,nome_cliente,sexo,faixa_etaria,renda_faixa,estado,cidade,bairro,canal_preferido,data_cadastro,cliente_ativo,cliente_flag
76673,CLI0076673,Nicolas Dias,Masculino,35-44,20+ SM,PR,Porto Alegre,Butantã,App,2019-09-11,1,True
76674,CLI0076674,Patrícia Araujo,Feminino,45-54,Até 2 SM,SC,Salvador,Lapa,Site,2019-09-22,1,True
76675,CLI0076675,Rafael Barbosa,Masculino,55-64,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2019-10-03,1,True
76676,CLI0076676,Sabrina Moura,Feminino,65+,4 a 8 SM,BA,Recife,Saúde,Loja Física,2019-10-14,1,True
76677,CLI0076677,Thiago Freitas,Masculino,65+,8 a 12 SM,GO,Fortaleza,Morumbi,App,2019-10-25,1,True
76678,CLI0076678,Vanessa Mendes,Feminino,18-24,12 a 20 SM,PE,Santos,Perdizes,Site,2019-11-05,1,True
76679,CLI0076679,William Teixeira,Masculino,25-34,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2019-11-16,1,True
76680,CLI0076680,Ana Silva,Feminino,35-44,Até 2 SM,SP,São Paulo,Centro,Loja Física,2019-11-27,1,True
76681,CLI0076681,Bruno Souza,Masculino,45-54,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2019-12-08,1,True
76682,CLI0076682,Carlos Oliveira,Feminino,55-64,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2019-12-19,0,0
76683,CLI0076683,Daniela Santos,Masculino,65+,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2019-12-30,1,True
76684,CLI0076684,Eduardo Pereira,Feminino,65+,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2020-01-10,1,True
76685,CLI0076685,Fernanda Lima,Masculino,18-24,20+ SM,RS,Porto Alegre,Vila Mariana,App,2020-01-21,1,True
76686,CLI0076686,Gabriel Costa,Feminino,25-34,Até 2 SM,BA,Salvador,Santana,Site,2020-02-01,1,True
76687,CLI0076687,Helena Almeida,Masculino,35-44,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2020-02-12,1,True
76688,CLI0076688,Igor Ribeiro,Feminino,45-54,4 a 8 SM,PE,Recife,Butantã,Loja Física,2020-02-23,1,True
76689,CLI0076689,Juliana Carvalho,Masculino,55-64,8 a 12 SM,CE,Fortaleza,Lapa,App,2020-03-05,1,True
76690,CLI0076690,Karina Gomes,Feminino,65+,12 a 20 SM,SP,Santos,Liberdade,Site,2020-03-16,1,True
76691,CLI0076691,Lucas Martins,Masculino,65+,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2020-03-27,1,True
76692,CLI0076692,Mariana Rocha,Feminino,18-24,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2020-04-07,1,True
76693,CLI0076693,Nicolas Dias,Masculino,25-34,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2020-04-18,1,True
76694,CLI0076694,Patrícia Araujo,Feminino,35-44,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2020-04-29,1,True
76695,CLI0076695,Rafael Barbosa,Masculino,45-54,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2020-05-10,1,True
76696,CLI0076696,Sabrina Moura,Feminino,55-64,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2020-05-21,1,True
76697,CLI0076697,Thiago Freitas,Masculino,65+,20+ SM,GO,Porto Alegre,Moema,App,2020-06-01,1,True
76698,CLI0076698,Vanessa Mendes,Feminino,65+,Até 2 SM,PE,Salvador,Tatuapé,Site,2020-06-12,1,True
76699,CLI0076699,William Teixeira,Masculino,18-24,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2020-06-23,1,True
76700,CLI0076700,Ana Silva,Feminino,25-34,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2020-07-04,1,True
76701,CLI0076701,Bruno Souza,Masculino,35-44,8 a 12 SM,RJ,Fortaleza,Santana,App,2020-07-15,1,True
76702,CLI0076702,Carlos Oliveira,Feminino,45-54,12 a 20 SM,MG,Santos,Ipiranga,Site,2020-07-26,1,True
76703,CLI0076703,Daniela Santos,Masculino,55-64,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2020-08-06,1,True
76704,CLI0076704,Eduardo Pereira,Feminino,65+,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2020-08-17,1,True
76705,CLI0076705,Fernanda Lima,Masculino,65+,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2020-08-28,0,0
76706,CLI0076706,Gabriel Costa,Feminino,18-24,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2020-09-08,1,True
76707,CLI0076707,Helena Almeida,Masculino,25-34,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2020-09-19,1,True
76708,CLI0076708,Igor Ribeiro,Feminino,35-44,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2020-09-30,1,True
76709,CLI0076709,Juliana Carvalho,Masculino,45-54,20+ SM,CE,Porto Alegre,Bela Vista,App,2020-10-11,1,True
76710,CLI0076710,Karina Gomes,Feminino,55-64,Até 2 SM,SP,Salvador,Centro,Site,2020-10-22,1,True
76711,CLI0076711,Lucas Martins,Masculino,65+,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2020-11-02,1,True
76712,CLI0076712,Mariana Rocha,Feminino,65+,4 a 8 SM,MG,Recife,Moema,Loja Física,2020-11-13,1,True
76713,CLI0076713,Nicolas Dias,Masculino,18-24,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2020-11-24,1,True
76714,CLI0076714,Patrícia Araujo,Feminino,25-34,12 a 20 SM,SC,Santos,Pinheiros,Site,2020-12-05,1,True
76715,CLI0076715,Rafael Barbosa,Masculino,35-44,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2020-12-16,1,True
76716,CLI0076716,Sabrina Moura,Feminino,45-54,Até 2 SM,BA,São Paulo,Santana,Loja Física,2020-12-27,1,True
76717,CLI0076717,Thiago Freitas,Masculino,55-64,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2021-01-07,1,True
76718,CLI0076718,Vanessa Mendes,Feminino,65+,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2021-01-18,1,True
76719,CLI0076719,William Teixeira,Masculino,65+,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2021-01-29,1,True
76720,CLI0076720,Ana Silva,Feminino,18-24,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2021-02-09,1,True
76721,CLI0076721,Bruno Souza,Masculino,25-34,20+ SM,RJ,Porto Alegre,Saúde,App,2021-02-20,1,True
76722,CLI0076722,Carlos Oliveira,Feminino,35-44,Até 2 SM,MG,Salvador,Morumbi,Site,2021-03-03,1,True
76723,CLI0076723,Daniela Santos,Masculino,45-54,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2021-03-14,1,True
76724,CLI0076724,Eduardo Pereira,Feminino,55-64,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2021-03-25,1,True
76725,CLI0076725,Fernanda Lima,Masculino,65+,8 a 12 SM,RS,Fortaleza,Centro,App,2021-04-05,1,True
76726,CLI0076726,Gabriel Costa,Feminino,65+,12 a 20 SM,BA,Santos,Jardins,Site,2021-04-16,1,True
76727,CLI0076727,Helena Almeida,Masculino,18-24,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2021-04-27,1,True
76728,CLI0076728,Igor Ribeiro,Feminino,25-34,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2021-05-08,0,0
76729,CLI0076729,Juliana Carvalho,Masculino,35-44,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2021-05-19,1,True
76730,CLI0076730,Karina Gomes,Feminino,45-54,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2021-05-30,1,True
76731,CLI0076731,Lucas Martins,Masculino,55-64,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2021-06-10,1,True
76732,CLI0076732,Mariana Rocha,Feminino,65+,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2021-06-21,1,True
76733,CLI0076733,Nicolas Dias,Masculino,65+,20+ SM,PR,Porto Alegre,Butantã,App,2021-07-02,1,True
76734,CLI0076734,Patrícia Araujo,Feminino,18-24,Até 2 SM,SC,Salvador,Lapa,Site,2021-07-13,1,True
76735,CLI0076735,Rafael Barbosa,Masculino,25-34,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2021-07-24,1,True
76736,CLI0076736,Sabrina Moura,Feminino,35-44,4 a 8 SM,BA,Recife,Saúde,Loja Física,2021-08-04,1,True
76737,CLI0076737,Thiago Freitas,Masculino,45-54,8 a 12 SM,GO,Fortaleza,Morumbi,App,2021-08-15,1,True
76738,CLI0076738,Vanessa Mendes,Feminino,55-64,12 a 20 SM,PE,Santos,Perdizes,Site,2021-08-26,1,True
76739,CLI0076739,William Teixeira,Masculino,65+,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2021-09-06,1,True
76740,CLI0076740,Ana Silva,Feminino,65+,Até 2 SM,SP,São Paulo,Centro,Loja Física,2021-09-17,1,True
76741,CLI0076741,Bruno Souza,Masculino,18-24,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2021-09-28,1,True
76742,CLI0076742,Carlos Oliveira,Feminino,25-34,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2021-10-09,1,True
76743,CLI0076743,Daniela Santos,Masculino,35-44,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2021-10-20,1,True
76744,CLI0076744,Eduardo Pereira,Feminino,45-54,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2021-10-31,1,True
76745,CLI0076745,Fernanda Lima,Masculino,55-64,20+ SM,RS,Porto Alegre,Vila Mariana,App,2021-11-11,1,True
76746,CLI0076746,Gabriel Costa,Feminino,65+,Até 2 SM,BA,Salvador,Santana,Site,2021-11-22,1,True
76747,CLI0076747,Helena Almeida,Masculino,65+,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2021-12-03,1,True
76748,CLI0076748,Igor Ribeiro,Feminino,18-24,4 a 8 SM,PE,Recife,Butantã,Loja Física,2021-12-14,1,True
76749,CLI0076749,Juliana Carvalho,Masculino,25-34,8 a 12 SM,CE,Fortaleza,Lapa,App,2021-12-25,1,True
76750,CLI0076750,Karina Gomes,Feminino,35-44,12 a 20 SM,SP,Santos,Liberdade,Site,2022-01-05,1,True
76751,CLI0076751,Lucas Martins,Masculino,45-54,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2022-01-16,0,0
76752,CLI0076752,Mariana Rocha,Feminino,55-64,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2022-01-27,1,True
76753,CLI0076753,Nicolas Dias,Masculino,65+,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2022-02-07,1,True
76754,CLI0076754,Patrícia Araujo,Feminino,65+,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2022-02-18,1,True
76755,CLI0076755,Rafael Barbosa,Masculino,18-24,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2022-03-01,1,True
76756,CLI0076756,Sabrina Moura,Feminino,25-34,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2022-03-12,1,True
76757,CLI0076757,Thiago Freitas,Masculino,35-44,20+ SM,GO,Porto Alegre,Moema,App,2022-03-23,1,True
76758,CLI0076758,Vanessa Mendes,Feminino,45-54,Até 2 SM,PE,Salvador,Tatuapé,Site,2022-04-03,1,True
76759,CLI0076759,William Teixeira,Masculino,55-64,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2022-04-14,1,True
76760,CLI0076760,Ana Silva,Feminino,65+,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2022-04-25,1,True
76761,CLI0076761,Bruno Souza,Masculino,65+,8 a 12 SM,RJ,Fortaleza,Santana,App,2022-05-06,1,True
76762,CLI0076762,Carlos Oliveira,Feminino,18-24,12 a 20 SM,MG,Santos,Ipiranga,Site,2022-05-17,1,True
76763,CLI0076763,Daniela Santos,Masculino,25-34,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2022-05-28,1,True
76764,CLI0076764,Eduardo Pereira,Feminino,35-44,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2022-06-08,1,True
76765,CLI0076765,Fernanda Lima,Masculino,45-54,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2022-06-19,1,True
76766,CLI0076766,Gabriel Costa,Feminino,55-64,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2022-06-30,1,True
76767,CLI0076767,Helena Almeida,Masculino,65+,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2022-07-11,1,True
76768,CLI0076768,Igor Ribeiro,Feminino,65+,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2022-07-22,1,True
76769,CLI0076769,Juliana Carvalho,Masculino,18-24,20+ SM,CE,Porto Alegre,Bela Vista,App,2022-08-02,1,True
76770,CLI0076770,Karina Gomes,Feminino,25-34,Até 2 SM,SP,Salvador,Centro,Site,2022-08-13,1,True
76771,CLI0076771,Lucas Martins,Masculino,35-44,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2022-08-24,1,True
76772,CLI0076772,Mariana Rocha,Feminino,45-54,4 a 8 SM,MG,Recife,Moema,Loja Física,2022-09-04,1,True
76773,CLI0076773,Nicolas Dias,Masculino,55-64,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2022-09-15,1,True
76774,CLI0076774,Patrícia Araujo,Feminino,65+,12 a 20 SM,SC,Santos,Pinheiros,Site,2022-09-26,0,0
76775,CLI0076775,Rafael Barbosa,Masculino,65+,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2022-10-07,1,True
76776,CLI0076776,Sabrina Moura,Feminino,18-24,Até 2 SM,BA,São Paulo,Santana,Loja Física,2022-10-18,1,True
76777,CLI0076777,Thiago Freitas,Masculino,25-34,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2022-10-29,1,True
76778,CLI0076778,Vanessa Mendes,Feminino,35-44,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2022-11-09,1,True
76779,CLI0076779,William Teixeira,Masculino,45-54,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2022-11-20,1,True
76780,CLI0076780,Ana Silva,Feminino,55-64,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2022-12-01,1,True
76781,CLI0076781,Bruno Souza,Masculino,65+,20+ SM,RJ,Porto Alegre,Saúde,App,2022-12-12,1,True
76782,CLI0076782,Carlos Oliveira,Feminino,65+,Até 2 SM,MG,Salvador,Morumbi,Site,2022-12-23,1,True
76783,CLI0076783,Daniela Santos,Masculino,18-24,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2023-01-03,1,True
76784,CLI0076784,Eduardo Pereira,Feminino,25-34,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2023-01-14,1,True
76785,CLI0076785,Fernanda Lima,Masculino,35-44,8 a 12 SM,RS,Fortaleza,Centro,App,2023-01-25,1,True
76786,CLI0076786,Gabriel Costa,Feminino,45-54,12 a 20 SM,BA,Santos,Jardins,Site,2023-02-05,1,True
76787,CLI0076787,Helena Almeida,Masculino,55-64,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2023-02-16,1,True
76788,CLI0076788,Igor Ribeiro,Feminino,65+,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2023-02-27,1,True
76789,CLI0076789,Juliana Carvalho,Masculino,65+,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2023-03-10,1,True
76790,CLI0076790,Karina Gomes,Feminino,18-24,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2023-03-21,1,True
76791,CLI0076791,Lucas Martins,Masculino,25-34,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2023-04-01,1,True
76792,CLI0076792,Mariana Rocha,Feminino,35-44,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2023-04-12,1,True
76793,CLI0076793,Nicolas Dias,Masculino,45-54,20+ SM,PR,Porto Alegre,Butantã,App,2023-04-23,1,True
76794,CLI0076794,Patrícia Araujo,Feminino,55-64,Até 2 SM,SC,Salvador,Lapa,Site,2023-05-04,1,True
76795,CLI0076795,Rafael Barbosa,Masculino,65+,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2023-05-15,1,True
76796,CLI0076796,Sabrina Moura,Feminino,65+,4 a 8 SM,BA,Recife,Saúde,Loja Física,2023-05-26,1,True
76797,CLI0076797,Thiago Freitas,Masculino,18-24,8 a 12 SM,GO,Fortaleza,Morumbi,App,2023-06-06,0,0
76798,CLI0076798,Vanessa Mendes,Feminino,25-34,12 a 20 SM,PE,Santos,Perdizes,Site,2023-06-17,1,True
76799,CLI0076799,William Teixeira,Masculino,35-44,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2023-06-28,1,True
76800,CLI0076800,Ana Silva,Feminino,45-54,Até 2 SM,SP,São Paulo,Centro,Loja Física,2023-07-09,1,True
76801,CLI0076801,Bruno Souza,Masculino,55-64,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2023-07-20,1,True
76802,CLI0076802,Carlos Oliveira,Feminino,65+,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2023-07-31,1,True
76803,CLI0076803,Daniela Santos,Masculino,65+,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2023-08-11,1,True
76804,CLI0076804,Eduardo Pereira,Feminino,18-24,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2023-08-22,1,True
76805,CLI0076805,Fernanda Lima,Masculino,25-34,20+ SM,RS,Porto Alegre,Vila Mariana,App,2023-09-02,1,True
76806,CLI0076806,Gabriel Costa,Feminino,35-44,Até 2 SM,BA,Salvador,Santana,Site,2023-09-13,1,True
76807,CLI0076807,Helena Almeida,Masculino,45-54,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2023-09-24,1,True
76808,CLI0076808,Igor Ribeiro,Feminino,55-64,4 a 8 SM,PE,Recife,Butantã,Loja Física,2023-10-05,1,True
76809,CLI0076809,Juliana Carvalho,Masculino,65+,8 a 12 SM,CE,Fortaleza,Lapa,App,2023-10-16,1,True
76810,CLI0076810,Karina Gomes,Feminino,65+,12 a 20 SM,SP,Santos,Liberdade,Site,2023-10-27,1,True
76811,CLI0076811,Lucas Martins,Masculino,18-24,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2023-11-07,1,True
76812,CLI0076812,Mariana Rocha,Feminino,25-34,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2023-11-18,1,True
76813,CLI0076813,Nicolas Dias,Masculino,35-44,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2023-11-29,1,True
76814,CLI0076814,Patrícia Araujo,Feminino,45-54,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2023-12-10,1,True
76815,CLI0076815,Rafael Barbosa,Masculino,55-64,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2023-12-21,1,True
76816,CLI0076816,Sabrina Moura,Feminino,65+,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2024-01-01,1,True
76817,CLI0076817,Thiago Freitas,Masculino,65+,20+ SM,GO,Porto Alegre,Moema,App,2024-01-12,1,True
76818,CLI0076818,Vanessa Mendes,Feminino,18-24,Até 2 SM,PE,Salvador,Tatuapé,Site,2024-01-23,1,True
76819,CLI0076819,William Teixeira,Masculino,25-34,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2024-02-03,1,True
76820,CLI0076820,Ana Silva,Feminino,35-44,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2024-02-14,0,0
76821,CLI0076821,Bruno Souza,Masculino,45-54,8 a 12 SM,RJ,Fortaleza,Santana,App,2024-02-25,1,True
76822,CLI0076822,Carlos Oliveira,Feminino,55-64,12 a 20 SM,MG,Santos,Ipiranga,Site,2024-03-07,1,True
76823,CLI0076823,Daniela Santos,Masculino,65+,20+ SM,PR,Ribeirão Preto,Butantã,WhatsApp,2024-03-18,1,True
76824,CLI0076824,Eduardo Pereira,Feminino,65+,Até 2 SM,SC,São Paulo,Lapa,Loja Física,2024-03-29,1,True
76825,CLI0076825,Fernanda Lima,Masculino,18-24,2 a 4 SM,RS,Rio de Janeiro,Liberdade,App,2024-04-09,1,True
76826,CLI0076826,Gabriel Costa,Feminino,25-34,4 a 8 SM,BA,Belo Horizonte,Saúde,Site,2024-04-20,1,True
76827,CLI0076827,Helena Almeida,Masculino,35-44,8 a 12 SM,GO,Campinas,Morumbi,WhatsApp,2024-05-01,1,True
76828,CLI0076828,Igor Ribeiro,Feminino,45-54,12 a 20 SM,PE,Curitiba,Perdizes,Loja Física,2024-05-12,1,True
76829,CLI0076829,Juliana Carvalho,Masculino,55-64,20+ SM,CE,Porto Alegre,Bela Vista,App,2024-05-23,1,True
76830,CLI0076830,Karina Gomes,Feminino,65+,Até 2 SM,SP,Salvador,Centro,Site,2024-06-03,1,True
76831,CLI0076831,Lucas Martins,Masculino,65+,2 a 4 SM,RJ,Goiânia,Jardins,WhatsApp,2024-06-14,1,True
76832,CLI0076832,Mariana Rocha,Feminino,18-24,4 a 8 SM,MG,Recife,Moema,Loja Física,2024-06-25,1,True
76833,CLI0076833,Nicolas Dias,Masculino,25-34,8 a 12 SM,PR,Fortaleza,Tatuapé,App,2024-07-06,1,True
76834,CLI0076834,Patrícia Araujo,Feminino,35-44,12 a 20 SM,SC,Santos,Pinheiros,Site,2024-07-17,1,True
76835,CLI0076835,Rafael Barbosa,Masculino,45-54,20+ SM,RS,Ribeirão Preto,Vila Mariana,WhatsApp,2024-07-28,1,True
76836,CLI0076836,Sabrina Moura,Feminino,55-64,Até 2 SM,BA,São Paulo,Santana,Loja Física,2024-08-08,1,True
76837,CLI0076837,Thiago Freitas,Masculino,65+,2 a 4 SM,GO,Rio de Janeiro,Ipiranga,App,2024-08-19,1,True
76838,CLI0076838,Vanessa Mendes,Feminino,65+,4 a 8 SM,PE,Belo Horizonte,Butantã,Site,2024-08-30,1,True
76839,CLI0076839,William Teixeira,Masculino,18-24,8 a 12 SM,CE,Campinas,Lapa,WhatsApp,2024-09-10,1,True
76840,CLI0076840,Ana Silva,Feminino,25-34,12 a 20 SM,SP,Curitiba,Liberdade,Loja Física,2024-09-21,1,True
76841,CLI0076841,Bruno Souza,Masculino,35-44,20+ SM,RJ,Porto Alegre,Saúde,App,2024-10-02,1,True
76842,CLI0076842,Carlos Oliveira,Feminino,45-54,Até 2 SM,MG,Salvador,Morumbi,Site,2024-10-13,1,True
76843,CLI0076843,Daniela Santos,Masculino,55-64,2 a 4 SM,PR,Goiânia,Perdizes,WhatsApp,2024-10-24,0,0
76844,CLI0076844,Eduardo Pereira,Feminino,65+,4 a 8 SM,SC,Recife,Bela Vista,Loja Física,2024-11-04,1,True
76845,CLI0076845,Fernanda Lima,Masculino,65+,8 a 12 SM,RS,Fortaleza,Centro,App,2024-11-15,1,True
76846,CLI0076846,Gabriel Costa,Feminino,18-24,12 a 20 SM,BA,Santos,Jardins,Site,2024-11-26,1,True
76847,CLI0076847,Helena Almeida,Masculino,25-34,20+ SM,GO,Ribeirão Preto,Moema,WhatsApp,2024-12-07,1,True
76848,CLI0076848,Igor Ribeiro,Feminino,35-44,Até 2 SM,PE,São Paulo,Tatuapé,Loja Física,2024-12-18,1,True
76849,CLI0076849,Juliana Carvalho,Masculino,45-54,2 a 4 SM,CE,Rio de Janeiro,Pinheiros,App,2024-12-29,1,True
76850,CLI0076850,Karina Gomes,Feminino,55-64,4 a 8 SM,SP,Belo Horizonte,Vila Mariana,Site,2025-01-09,1,True
76851,CLI0076851,Lucas Martins,Masculino,65+,8 a 12 SM,RJ,Campinas,Santana,WhatsApp,2025-01-20,1,True
76852,CLI0076852,Mariana Rocha,Feminino,65+,12 a 20 SM,MG,Curitiba,Ipiranga,Loja Física,2025-01-31,1,True
76853,CLI0076853,Nicolas Dias,Masculino,18-24,20+ SM,PR,Porto Alegre,Butantã,App,2025-02-11,1,True
76854,CLI0076854,Patrícia Araujo,Feminino,25-34,Até 2 SM,SC,Salvador,Lapa,Site,2025-02-22,1,True
76855,CLI0076855,Rafael Barbosa,Masculino,35-44,2 a 4 SM,RS,Goiânia,Liberdade,WhatsApp,2025-03-05,1,True
76856,CLI0076856,Sabrina Moura,Feminino,45-54,4 a 8 SM,BA,Recife,Saúde,Loja Física,2025-03-16,1,True
76857,CLI0076857,Thiago Freitas,Masculino,55-64,8 a 12 SM,GO,Fortaleza,Morumbi,App,2025-03-27,1,True
76858,CLI0076858,Vanessa Mendes,Feminino,65+,12 a 20 SM,PE,Santos,Perdizes,Site,2025-04-07,1,True
76859,CLI0076859,William Teixeira,Masculino,65+,20+ SM,CE,Ribeirão Preto,Bela Vista,WhatsApp,2025-04-18,1,True
76860,CLI0076860,Ana Silva,Feminino,18-24,Até 2 SM,SP,São Paulo,Centro,Loja Física,2025-04-29,1,True
76861,CLI0076861,Bruno Souza,Masculino,25-34,2 a 4 SM,RJ,Rio de Janeiro,Jardins,App,2025-05-10,1,True
76862,CLI0076862,Carlos Oliveira,Feminino,35-44,4 a 8 SM,MG,Belo Horizonte,Moema,Site,2025-05-21,1,True
76863,CLI0076863,Daniela Santos,Masculino,45-54,8 a 12 SM,PR,Campinas,Tatuapé,WhatsApp,2025-06-01,1,True
76864,CLI0076864,Eduardo Pereira,Feminino,55-64,12 a 20 SM,SC,Curitiba,Pinheiros,Loja Física,2025-06-12,1,True
76865,CLI0076865,Fernanda Lima,Masculino,65+,20+ SM,RS,Porto Alegre,Vila Mariana,App,2025-06-23,1,True
76866,CLI0076866,Gabriel Costa,Feminino,65+,Até 2 SM,BA,Salvador,Santana,Site,2025-07-04,0,0
76867,CLI0076867,Helena Almeida,Masculino,18-24,2 a 4 SM,GO,Goiânia,Ipiranga,WhatsApp,2025-07-15,1,True
76868,CLI0076868,Igor Ribeiro,Feminino,25-34,4 a 8 SM,PE,Recife,Butantã,Loja Física,2025-07-26,1,True
76869,CLI0076869,Juliana Carvalho,Masculino,35-44,8 a 12 SM,CE,Fortaleza,Lapa,App,2025-08-06,1,True
76870,CLI0076870,Karina Gomes,Feminino,45-54,12 a 20 SM,SP,Santos,Liberdade,Site,2025-08-17,1,True
76871,CLI0076871,Lucas Martins,Masculino,55-64,20+ SM,RJ,Ribeirão Preto,Saúde,WhatsApp,2025-08-28,1,True
76872,CLI0076872,Mariana Rocha,Feminino,65+,Até 2 SM,MG,São Paulo,Morumbi,Loja Física,2025-09-08,1,True
76873,CLI0076873,Nicolas Dias,Masculino,65+,2 a 4 SM,PR,Rio de Janeiro,Perdizes,App,2025-09-19,1,True
76874,CLI0076874,Patrícia Araujo,Feminino,18-24,4 a 8 SM,SC,Belo Horizonte,Bela Vista,Site,2025-09-30,1,True
76875,CLI0076875,Rafael Barbosa,Masculino,25-34,8 a 12 SM,RS,Campinas,Centro,WhatsApp,2025-10-11,1,True
76876,CLI0076876,Sabrina Moura,Feminino,35-44,12 a 20 SM,BA,Curitiba,Jardins,Loja Física,2025-10-22,1,True
76877,CLI0076877,Thiago Freitas,Masculino,45-54,20+ SM,GO,Porto Alegre,Moema,App,2025-11-02,1,True
76878,CLI0076878,Vanessa Mendes,Feminino,55-64,Até 2 SM,PE,Salvador,Tatuapé,Site,2025-11-13,1,True
76879,CLI0076879,William Teixeira,Masculino,65+,2 a 4 SM,CE,Goiânia,Pinheiros,WhatsApp,2025-11-24,1,True
76880,CLI0076880,Ana Silva,Feminino,65+,4 a 8 SM,SP,Recife,Vila Mariana,Loja Física,2025-12-05,1,True
